symbol,n_days,n_filing,n_folds,roc_auc_lm1n_all,pr_auc_lm1n_all,f1_lm1n_all,brier_lm1n_all,ece_lm1n_all,roc_auc_lm1n_filing,pr_auc_lm1n_filing,f1_lm1n_filing,brier_lm1n_filing,ece_lm1n_filing,roc_auc_lm2v_all,pr_auc_lm2v_all,f1_lm2v_all,brier_lm2v_all,ece_lm2v_all,roc_auc_lm2v_filing,pr_auc_lm2v_filing,f1_lm2v_filing,brier_lm2v_filing,ece_lm2v_filing,roc_auc_lm3t_all,pr_auc_lm3t_all,f1_lm3t_all,brier_lm3t_all,ece_lm3t_all,roc_auc_lm3t_filing,pr_auc_lm3t_filing,f1_lm3t_filing,brier_lm3t_filing,ece_lm3t_filing,roc_auc_gm1n_all,pr_auc_gm1n_all,f1_gm1n_all,brier_gm1n_all,ece_gm1n_all,roc_auc_gm1n_filing,pr_auc_gm1n_filing,f1_gm1n_filing,brier_gm1n_filing,ece_gm1n_filing,roc_auc_gm2v_all,pr_auc_gm2v_all,f1_gm2v_all,brier_gm2v_all,ece_gm2v_all,roc_auc_gm2v_filing,pr_auc_gm2v_filing,f1_gm2v_filing,brier_gm2v_filing,ece_gm2v_filing,roc_auc_gm3t_all,pr_auc_gm3t_all,f1_gm3t_all,brier_gm3t_all,ece_gm3t_all,roc_auc_gm3t_filing,pr_auc_gm3t_filing,f1_gm3t_filing,brier_gm3t_filing,ece_gm3t_filing,roc_auc_le12_all,pr_auc_le12_all,f1_le12_all,brier_le12_all,ece_le12_all,roc_auc_le12_filing,pr_auc_le12_filing,f1_le12_filing,brier_le12_filing,ece_le12_filing,roc_auc_le3_all,pr_auc_le3_all,f1_le3_all,brier_le3_all,ece_le3_all,roc_auc_le3_filing,pr_auc_le3_filing,f1_le3_filing,brier_le3_filing,ece_le3_filing,roc_auc_ge12_all,pr_auc_ge12_all,f1_ge12_all,brier_ge12_all,ece_ge12_all,roc_auc_ge12_filing,pr_auc_ge12_filing,f1_ge12_filing,brier_ge12_filing,ece_ge12_filing,roc_auc_ge3_all,pr_auc_ge3_all,f1_ge3_all,brier_ge3_all,ece_ge3_all,roc_auc_ge3_filing,pr_auc_ge3_filing,f1_ge3_filing,brier_ge3_filing,ece_ge3_filing,roc_auc_lt12_all,pr_auc_lt12_all,f1_lt12_all,brier_lt12_all,ece_lt12_all,roc_auc_lt12_filing,pr_auc_lt12_filing,f1_lt12_filing,brier_lt12_filing,ece_lt12_filing,roc_auc_lt3_all,pr_auc_lt3_all,f1_lt3_all,brier_lt3_all,ece_lt3_all,roc_auc_lt3_filing,pr_auc_lt3_filing,f1_lt3_filing,brier_lt3_filing,ece_lt3_filing,roc_auc_cx_all,pr_auc_cx_all,f1_cx_all,brier_cx_all,ece_cx_all,roc_auc_cx_filing,pr_auc_cx_filing,f1_cx_filing,brier_cx_filing,ece_cx_filing
BRITANNIA,488,131,8,0.5276113273274314,0.5891401717156455,0.4664851456603506,0.26004023108656416,0.124455101520661,0.5252222222222223,0.6619173419173419,0.5867243867243868,0.24011429317231836,0.12141419409116508,0.49095242085230645,0.5522994880626177,0.4807794729406308,0.26860808624104704,0.15895483355974968,0.48591666666666666,0.6359677082177082,0.5159558316080055,0.2722253199742125,0.22174854746698572,0.5123107047785251,0.5795733310355662,0.5957149434520124,0.25804963390832614,0.11044538491182268,0.5672777777777778,0.6626272801272801,0.5171717171717172,0.24449118118698027,0.19159969814946531,0.5433550031204493,0.5837122157735326,0.5431461647125135,0.2576820969786333,0.10766575100976908,0.6154444444444445,0.6557379657379656,0.6487955182072829,0.24247773739960127,0.1748811312940895,0.5472401118353636,0.561424086008721,0.5339741196883072,0.25827966654969364,0.12250858714898377,0.5372638888888888,0.5936349761349761,0.5687878787878787,0.2603424074654034,0.16339033459196925,0.5534756737377591,0.5571247233863508,0.42658325361745175,0.26124728416417536,0.13432195357551968,0.4335416666666666,0.5358326395826396,0.5029399585921325,0.2649241712118351,0.18706969076224012,0.4447636837482375,0.5184179118042649,0.4457772116615489,0.2713161361901778,0.15127482972330863,0.4444166666666667,0.5816338938838939,0.4872377020983832,0.2747408684558267,0.22144973761725098,0.43518431117043815,0.5351503901090728,0.3805781861816344,0.2773180186148243,0.16250547514435337,0.43247222222222226,0.5731430328930329,0.4402966314731021,0.27729967505318476,0.2532812658908302,0.5263315879523689,0.5567660040339091,0.5125383013789353,0.2602211703738411,0.13323611285197873,0.6129444444444444,0.6520393310393311,0.6307450444292548,0.2401375728693825,0.14250780789934958,0.5147537529663531,0.5667666453390598,0.5756292250706954,0.26722657460029814,0.11538876493790519,0.528,0.6080471195471195,0.5285243741765481,0.25840630813103466,0.16857013464799514,0.4950043724814892,0.5691502548115521,0.4540274488136043,0.26938469378507274,0.1671322410366225,0.5105833333333334,0.6544989732489732,0.5395238095238095,0.2645344740998124,0.19391449191120028,0.5044157849471065,0.5850781850624283,0.48650004245364314,0.2523973247205274,0.08296489007570089,0.5983055555555555,0.684996989121989,0.5066666666666666,0.2418059003474861,0.1364338317217598,0.5322569612987234,0.5802709372058317,0.5102434533952249,0.2509937132321109,0.07096010247430537,0.5271388888888889,0.6417598605098606,0.5534210526315789,0.2426245295483211,0.10316014200757748
CANBK,488,58,8,0.5851434598304361,0.6424051299519868,0.43003424003184154,0.31110982068641935,0.2588860699184893,0.4404761904761904,0.6591514091391543,0.45248868778280543,0.3550826708204035,0.3035635144359304,0.4797974959135791,0.538137945631062,0.225803739574926,0.26708789013501205,0.15590011118571176,0.42936507936507934,0.6142622396666514,0.45248868778280543,0.2892750742131792,0.20728030281141163,0.5081941341161494,0.557512171068273,0.244848514118291,0.29324672834574833,0.17232171280063002,0.5444444444444444,0.7003834332878451,0.4981684981684982,0.27658213860828784,0.18459946441340602,0.5042556632376061,0.547360659126535,0.38034680304046503,0.26649148383020177,0.1776548966020569,0.4845238095238095,0.5837596553773025,0.45248868778280543,0.28045770278174736,0.1996300374038903,0.4732904812712454,0.5201069431898415,0.35723900745385584,0.28368012766616724,0.19348513514370785,0.45515873015873015,0.6081481481481482,0.5858220211161388,0.2967429548690868,0.2371949766030134,0.49974559463965496,0.52860342084271,0.28814368835853676,0.26187173325460766,0.14468427132806727,0.40198412698412705,0.554554367201426,0.45248868778280543,0.2859060906125668,0.20130923519504043,0.5547139894948974,0.6096197591667541,0.45859167411142304,0.3061193866345088,0.24206806848052237,0.46507936507936504,0.6673159914704033,0.4341880341880342,0.3529106062451368,0.35649120648978233,0.5560620917593613,0.6073283192706469,0.41981292177636065,0.2782126538441013,0.20336214134071864,0.41825396825396827,0.6437992767036885,0.4981684981684982,0.28202366096188364,0.21530749061682686,0.534848799771164,0.5575622289308958,0.38833308229793073,0.2826731469383402,0.20471764900317196,0.5785714285714286,0.6273431089607561,0.45248868778280543,0.29898001783717226,0.2483946973738227,0.5073148194928153,0.5534317221120335,0.47628826437075983,0.28004255459680016,0.2067893094315636,0.5007936507936508,0.5831014097558215,0.5413775766716943,0.3010953226235256,0.2294436164414775,0.5867917268867056,0.6451583226547017,0.43003424003184154,0.3123406975253933,0.24318303998294077,0.47936507936507927,0.6824560828604946,0.45248868778280543,0.3570496608427427,0.29631632561007387,0.5887181004021114,0.6482590556360127,0.26541641563126406,0.2684079123744258,0.15635739668282178,0.5301587301587302,0.7119448348492466,0.45248868778280543,0.2985835963282841,0.22930351717363737,0.546761207743705,0.6040216955265008,0.27930530452015295,0.2690706788594676,0.1625688942295871,0.5325396825396824,0.7024220659514776,0.45248868778280543,0.29865812683437937,0.22970931270012307
CHOLAFIN,488,154,8,0.4921938127954523,0.5169630038732811,0.29595387687512176,0.2931024670655983,0.20670614811859384,0.4644510582010582,0.5053258910401768,0.26222222222222225,0.31748745645043147,0.3279281324462908,0.5392877136680907,0.5416542512967246,0.20922619047619048,0.28903246994886067,0.1914742070546651,0.519510582010582,0.4992190905596893,0.2897474747474747,0.3141884570851798,0.29252994327841836,0.5497110239773784,0.5277875817054702,0.250747762519642,0.26676471649740235,0.16159641880092712,0.5443121693121693,0.5502418381882668,0.34682539682539687,0.25539864009501695,0.2612320382342249,0.52960852953258,0.4969626499243327,0.21136170814479635,0.27647561190845193,0.18538831999670669,0.5572916666666666,0.4688157249431759,0.21777777777777776,0.2849506659907405,0.23541672514180637,0.4530696461086543,0.4487751261593514,0.15310947800345742,0.2895439203358422,0.20013113783576017,0.431547619047619,0.3926211510245124,0.1111111111111111,0.2822843495651377,0.1994425794595036,0.47348352953055123,0.45151163635243363,0.22702953132472498,0.2742227462278242,0.14969142936259938,0.4541170634920635,0.4222931208225325,0.3196296296296296,0.30930783230460146,0.2855915184674151,0.5428763805950194,0.5517010908778671,0.15891053391053392,0.2780364690604282,0.17288686276135024,0.5562169312169312,0.5793579106079106,0.2316666666666667,0.2813001289683177,0.24032050872772645,0.5270065021918937,0.5098045451707122,0.15029761904761904,0.28765454299036625,0.17580486750430835,0.5158730158730159,0.4858668778311635,0.17333333333333334,0.30609167128060794,0.25098843235720014,0.4889248805403029,0.4667792676988347,0.24724154720830255,0.2872835161177132,0.1897055620689545,0.5523313492063492,0.4597558895353013,0.2515079365079365,0.2883348135396511,0.2736736192040532,0.5105557767348586,0.4936227963632415,0.26007075471698116,0.2847789890946223,0.18284420463166698,0.6024305555555555,0.5653359576153694,0.3474074074074074,0.2826482318438017,0.2463583019739027,0.5145836192686932,0.5353289244112556,0.27865927176272004,0.30387604429477877,0.2222864877339054,0.4761904761904762,0.5331247125889983,0.2703030303030303,0.3434962579621453,0.33892493541150287,0.5625192708835265,0.5662836434653835,0.18706709956709958,0.26561017604743503,0.1408184489195488,0.5281084656084656,0.5834542441685299,0.2733333333333334,0.27177199390795387,0.23889863271332987,0.4793599913073081,0.49677041232376307,0.21087662337662338,0.26768692899248503,0.14474833508760024,0.4561838624338625,0.4958674482484006,0.26222222222222225,0.27575528061702265,0.2482385228652603
CIPLA,488,163,8,0.4784868002745097,0.5303923445384213,0.46069065445403673,0.262852430494828,0.11767665310465263,0.36841269841269847,0.5395297030159002,0.43238095238095237,0.2834189612625947,0.16144057162815623,0.48916029247147164,0.5533662916873481,0.3994100763783678,0.2587265048126416,0.11802103641809938,0.4298412698412698,0.5258567050233717,0.3356585443541965,0.26475343234922394,0.1596262495062001,0.4486630961499779,0.4929283107050453,0.43855574583219237,0.2746109616092304,0.17416379902391327,0.4870634920634921,0.5785462896427809,0.4979937022042285,0.25632548758421975,0.17938631080913486,0.4916993424597493,0.5142518500311073,0.4856283800613842,0.2604799019583434,0.14330809863081323,0.4076984126984128,0.51791621619408,0.37920087575259986,0.25227234412977484,0.14057016479664916,0.45061052326415624,0.49518165825176846,0.5687817162880127,0.2855836451789826,0.17649390956668548,0.3586507936507936,0.47779247011445153,0.5942857142857142,0.3079658122789052,0.27041818997437356,0.4766596116117898,0.5217944112029598,0.4075994302383523,0.2661582488737302,0.11810630176429995,0.41398809523809527,0.5316464967780756,0.5656612204999302,0.25834395246743574,0.14050708730038453,0.5183994133677325,0.5706922746695537,0.5004215884788711,0.2550911914389169,0.11216781050568228,0.4639682539682539,0.5845559764309763,0.4599511599511599,0.2519726358215772,0.12132299780346907,0.49101457306797625,0.5312060704648573,0.4776436723538978,0.25127388072855006,0.07644909193793614,0.48575396825396827,0.5715118886197318,0.49523809523809526,0.24763294393470256,0.1148892404579122,0.46432030651522793,0.4940408626954526,0.354503803948072,0.25920043102543205,0.11028585700627688,0.43331349206349207,0.555912537754643,0.37994693478564445,0.25268488564529396,0.15630996798867516,0.48539749556035583,0.5114600727212675,0.508725943938626,0.2809852182069619,0.14411126968155658,0.445952380952381,0.5074096625625264,0.6722071307300509,0.2776521991261208,0.17734698564449478,0.47803297124966065,0.5212114662081417,0.49715652660334364,0.2680714402336897,0.14338541008935785,0.4252777777777778,0.5404860263193596,0.3917671416392644,0.2946030052616591,0.2044472723564402,0.46173056765178855,0.5065578387140405,0.40354147391524064,0.2515343910339269,0.09089870822994434,0.40928571428571436,0.5395349514892859,0.4335354515320559,0.24797077128497538,0.13100882365841907,0.4897336448361329,0.5153957436442027,0.41132196519328573,0.2515881976982276,0.0676321082664966,0.3809920634920635,0.5205057707934385,0.4272196620583717,0.24776786307529824,0.07672442029630631
COALINDIA,488,65,8,0.4786852307677128,0.5436120366661938,0.5077536766516164,0.26375765292685793,0.14182554918042636,0.4185470779220779,0.5150285506332333,0.5228571428571429,0.2782252384478709,0.1948430845606276,0.4806243332599984,0.5261657979133547,0.49031765062133215,0.26377522528808983,0.13152504373955445,0.5212662337662337,0.572160060119619,0.4285714285714286,0.279580444862,0.18142513499880733,0.49540347440983884,0.5563771193938278,0.46111147507911154,0.28710389243527595,0.1782038560826288,0.42459415584415583,0.49717955265916497,0.3520833333333333,0.4060596599425607,0.4397891051860937,0.4697954403818504,0.5178238395798225,0.36024381062175015,0.2830300852905361,0.16474897857774456,0.3827313311688312,0.46650010622410704,0.2842948717948718,0.3023114942785466,0.22117629027140806,0.5071374432302227,0.5317862503679223,0.45178299850699505,0.25917468905565944,0.10160375720019446,0.5165787337662338,0.5402208618694687,0.3658088235294118,0.26644992926924144,0.1745793495089501,0.5032889912592992,0.5210088679023432,0.36367724457442197,0.2716899152406209,0.1360806390435347,0.36887175324675325,0.4634469696969697,0.39943977591036417,0.3069887450367664,0.2264681975157276,0.5429340412509953,0.5949352751083652,0.39280466168383066,0.2742147879632072,0.17356035486340413,0.48230519480519474,0.5866778215842388,0.3137254901960784,0.27164959414601014,0.18446187536474912,0.5313755333167824,0.5692734134459687,0.41802361226869544,0.2742384898212093,0.1670499637469624,0.40318587662337657,0.5148773652817771,0.2091346153846154,0.30613973544674383,0.28843283951677007,0.47055687825074777,0.5075679297962308,0.33803695453559324,0.2887552581474333,0.17431477871669387,0.36359577922077924,0.4368986251888025,0.21885369532428356,0.32463290366271047,0.23967190705227287,0.48345440826528907,0.5163794326100394,0.459867284611748,0.27531742998091074,0.13656914536670817,0.41469155844155847,0.5029418874820648,0.2783088235294118,0.2957841241227905,0.23715806461888694,0.5150249779770252,0.5545490086296707,0.489039967800561,0.2623073015448957,0.14023052582394332,0.4096590909090909,0.5175543234715062,0.4452380952380952,0.27421785981281044,0.15514356515842903,0.5172665813612609,0.5639255744942362,0.38153050234724084,0.25550200995442435,0.08054925484581874,0.43713474025974025,0.5108968122735538,0.36041666666666666,0.2730157382327255,0.17172882781917784,0.46177982700181536,0.5251821382808923,0.3662914481751358,0.2593569924989925,0.0984153669183174,0.2850649350649351,0.435242091363151,0.36041666666666666,0.28137075903617453,0.22864546651610368
DABUR,488,48,8,0.46780200216089135,0.4875891659338647,0.27760126001760277,0.2672982353713877,0.16516869434247683,0.5109523809523809,0.613174259602831,0.37894736842105264,0.25473897111131233,0.17146720598302248,0.5348951977469443,0.541282166064462,0.3644425306182312,0.27716016454792886,0.1823948433064841,0.44992063492063483,0.626391379784237,0.3074074074074074,0.2968703214187905,0.2650858622751305,0.5253142827364837,0.5292356753883175,0.361141731831387,0.27367964977888903,0.16573445799174308,0.5723809523809523,0.6917256817256816,0.3444444444444444,0.2668919612707185,0.2630714960150684,0.5332922185418105,0.5147615500646052,0.40814850550511544,0.25773096134353823,0.13258011935793504,0.6167063492063493,0.7203754578754579,0.6908496732026143,0.2441475739912219,0.16658105913031307,0.5268362726410475,0.4970714494201205,0.3534241620448517,0.26554776362662424,0.12099955750664729,0.5071924603174603,0.5939858752358752,0.4686274509803921,0.2732795912990989,0.19702445529414978,0.5259506916397144,0.49853145445636166,0.29841185690577177,0.2552220346670087,0.1086326133872407,0.6075,0.6822649572649574,0.4185185185185185,0.25149481288653336,0.10427447947526385,0.5327037702828522,0.5491602994445187,0.3347529640566619,0.2769038197826322,0.1604605892344246,0.5520436507936508,0.6780117501546074,0.4274322169059011,0.28596892508373367,0.2612772131562565,0.512505475117315,0.5463798704323208,0.3169553450090429,0.2800141431454284,0.16562582067772919,0.4982837301587302,0.6196328142756714,0.404040404040404,0.28456576391608884,0.20211294763832474,0.4770543627197661,0.4746913418211391,0.4834952344950622,0.2659425846472946,0.13140980580051742,0.5047123015873015,0.5717305842305843,0.6092731829573935,0.26452138643704437,0.1724871908081691,0.466253274473625,0.45101893385762765,0.48212164344398256,0.26581068921198425,0.12188896695119811,0.39828373015873014,0.5278301724730295,0.5,0.2608322793591775,0.1319147595729924,0.5241820889971929,0.530692774431368,0.27759022586608795,0.27610699002573985,0.17874389237103355,0.5462301587301588,0.642687074829932,0.3074074074074074,0.2824155572956902,0.20018035334871873,0.5503552434737654,0.5500084279492583,0.2938087774294671,0.25765810470258116,0.10621959514510936,0.5379166666666667,0.6367545351473923,0.2333333333333333,0.26068425598299155,0.13809943126973295,0.5470772623999842,0.5555857143632466,0.2820162835249042,0.25675373931812495,0.10498828145921738,0.5432539682539682,0.6833849186527757,0.3074074074074074,0.26094442684314983,0.14134049926148595
DIVISLAB,488,73,8,0.4637847598964927,0.5240836271920927,0.453309458711518,0.2955705559590962,0.2068084095904408,,,,,,0.49872141150780325,0.5337383127034931,0.40334086246171474,0.270183080539939,0.15690257046606787,,,,,,0.5079760556689372,0.5552735229104067,0.4304344551395368,0.26828202460429995,0.14898360044745906,,,,,,0.5453125762455473,0.5400560167172122,0.4756933239132137,0.26751012709404665,0.1331902027718458,,,,,,0.4941538569662237,0.5161278174887056,0.4458745245275283,0.2633400846519559,0.13563722020735564,,,,,,0.43314726953034177,0.48440103401744666,0.46447996285810433,0.2755205521981472,0.15081481651749845,,,,,,0.4748364533011272,0.5182902461311426,0.44293376138884305,0.2692651998935628,0.14158146725122814,,,,,,0.4899565194069137,0.5289293596901113,0.4293702415753232,0.2641803105955358,0.1553968819893643,,,,,,0.518977424769864,0.5284735253992765,0.45429364516059373,0.2632326199783386,0.12568362982071152,,,,,,0.5447180919560768,0.5429757192641483,0.40157083539569927,0.26453411323248954,0.14570025129238373,,,,,,0.5016340721437162,0.5561479621950635,0.44482464012232725,0.28304354691663214,0.18165476780109752,,,,,,0.48156113565320724,0.5455530137883723,0.45962817808325973,0.26516268773288887,0.1338503940942632,,,,,,0.5186618960276249,0.567058670493864,0.49137420982929153,0.26290335304926543,0.14119364303137266,,,,,
DLF,488,118,8,0.5418646792637982,0.5654200177558943,0.4700735070962932,0.26512069926103754,0.1402340632041016,0.6242559523809524,0.5341928904428904,0.3569444444444444,0.2787443519189148,0.30210770410388643,0.516433120598473,0.5592642001297257,0.5327091041848941,0.28854389690760274,0.17524447592821069,0.6297123015873016,0.6315814393939394,0.5277777777777778,0.2671372067164726,0.29727555729351857,0.45572419308807494,0.5101631825692227,0.4925455254828726,0.27067446718083177,0.1353548891621655,0.4709821428571429,0.49821319553462406,0.21250000000000002,0.285781693571482,0.2828292401830699,0.5395233446564222,0.5293585795135203,0.4698462688160563,0.2565242606033168,0.08671226668049208,0.5473710317460319,0.4489087301587301,0.43333333333333335,0.24917707874032552,0.20380629880667345,0.46981437341683085,0.502998862177396,0.4075270955839963,0.2680254549224043,0.12108976474833386,0.48177083333333337,0.5160121128871129,0.3246212121212121,0.310769081972997,0.3547743824955508,0.4557457576192009,0.4991178367094119,0.39277498414389456,0.26250545733976083,0.10964048480684294,0.5231894841269842,0.4272850413475413,0.38257575757575757,0.26447677340068776,0.2306775499659275,0.48877294143895006,0.5466526500015729,0.497158862749758,0.2787887810472339,0.18356248417229915,0.5890376984126984,0.6082251082251082,0.5502136752136753,0.2893214834065917,0.3182098145859678,0.5013359854280558,0.5412468137585973,0.4724691956444501,0.27544438136570804,0.15946468936754074,0.5037202380952381,0.4511417154274297,0.4147727272727273,0.2991343562449932,0.32306779570129374,0.513193545275003,0.5281524354577531,0.4523016996094714,0.26444182235851765,0.1487753783048525,0.48511904761904767,0.5180593711843713,0.5017156862745098,0.2798826085626409,0.318181594381892,0.5452316441210359,0.5485944448773603,0.4651486379101302,0.2683505202441787,0.1286815342370055,0.5229414682539683,0.4577915140415141,0.4625,0.2947033805398198,0.2864682532624634,0.5321133304709724,0.5652274836716535,0.5108245548864481,0.2879175697812848,0.19080386865943177,0.6282242063492063,0.5628968253968254,0.45555555555555555,0.27541139728074726,0.282567743901026,0.46965359253609384,0.5122700746064032,0.44215560086657324,0.26138218569829097,0.10927236947453174,0.5228174603174602,0.47452767966160825,0.2708333333333333,0.2602107537665126,0.22670609797296878,0.4771606871399333,0.5118846787433241,0.4469765474638356,0.2602950109626676,0.1158452478188129,0.47941468253968256,0.4606878736343022,0.2958333333333333,0.261436887263539,0.2431448436193908
DMART,488,172,8,0.48599592300726924,0.48428254198085535,0.27945233875603664,0.2629039190237058,0.12637513137617792,0.4365630511463845,0.49170734284821593,0.2608974358974359,0.2700792210458862,0.19292097845950087,0.49999159649972064,0.5150422387522384,0.3567722861979353,0.2696418753773914,0.14438983575359143,0.35040784832451494,0.48494268271929336,0.288628762541806,0.293198244931782,0.1952952842512895,0.3838414021166719,0.42202380818241897,0.2584878084878085,0.29713395222041494,0.2454016046871932,0.29955908289241623,0.4376789797439307,0.26613181504485856,0.3288487295101323,0.3233183711311894,0.5023568217578388,0.4716647785047351,0.31041672900831885,0.2613715712322763,0.15363591640268862,0.40715939153439146,0.4805168082945861,0.34475411866716216,0.2725338726197665,0.1760633673017683,0.5200490731112422,0.47445313050059706,0.24234989148782252,0.26417952390524785,0.13939914504490147,0.4399140211640212,0.47600994684328013,0.19033816425120773,0.28639213922346657,0.2106739629961414,0.46856186418632434,0.4653454930802542,0.26314055458657093,0.26359265345279065,0.11695125763044802,0.48568121693121685,0.5173759992212373,0.2040133779264214,0.2689000618597326,0.1527164763056471,0.47885188876939955,0.4860824612223749,0.3557287024441092,0.2645102736616747,0.16036215741594534,0.33282627865961195,0.4730395039933439,0.29984671125975476,0.2947087353818807,0.2298152564002303,0.4750017869447357,0.4720147733620024,0.28971618867736965,0.2640986808689632,0.16891243839254483,0.3902777777777778,0.48192894930246116,0.2040133779264214,0.29451712590913326,0.20220279933516086,0.5023067791141528,0.47524090854842116,0.29951771030993046,0.26677328315642457,0.13234691667199033,0.4540178571428572,0.5255900239531192,0.25956893348197696,0.26764564178505007,0.1667825540357256,0.4812390750045058,0.4507636917571092,0.2489282223153191,0.2704656631057779,0.14788508465737094,0.4589781746031745,0.4844588282088282,0.2040133779264214,0.27018401097716227,0.1771436011875883,0.5032604096099912,0.5269517319832768,0.2760155316606929,0.2625284538013235,0.12845252864492207,0.35427689594356265,0.4600560903103796,0.2456800445930881,0.28079788513872284,0.211750584234536,0.4144526028259118,0.4482492580663764,0.2664112608623923,0.2626375573236529,0.12594752370302326,0.29014550264550265,0.4472252957882627,0.2456800445930881,0.2754862417147767,0.1681946339157799,0.4473901303417529,0.4586260594545387,0.2678246484698098,0.26212066385039146,0.13563507648628606,0.2416776895943563,0.41910236878140705,0.2456800445930881,0.2796916285472118,0.19496145587758798
DRREDDY,488,111,8,0.4424192035700627,0.5040807014842892,0.5173930808137908,0.28358056653185026,0.1530646020731471,0.45920584045584045,0.6566186269947581,0.6679761904761905,0.25152689118891314,0.14196077177772626,0.498903376533333,0.5460896593979143,0.5630328903546576,0.26467287445100707,0.1387809487488624,0.5115206552706553,0.7429469625181526,0.6807407745706978,0.24386212597494575,0.1331292678648054,0.4587656274631065,0.5181784996657599,0.4681305968715169,0.2884399641060139,0.16249197838999563,0.5506454772079772,0.6973512088401794,0.7303078113836629,0.28009120035159074,0.20007160555765968,0.4785886466437348,0.517530978365048,0.509686876238459,0.2732460946138531,0.11415964296264769,0.5022369123931625,0.6519145478704302,0.6947964669738863,0.24157228858528348,0.09764851507228697,0.5303257918173163,0.5804158714287012,0.5474092007526554,0.2673934644753728,0.1357952495961244,0.5674946581196583,0.6947252400377399,0.7067325571994502,0.24048267728967743,0.12778104893238373,0.5477897697287084,0.5697043334880347,0.44405568907572407,0.25586267930822526,0.12679725786849627,0.5297275641025642,0.6557346656611363,0.5846774193548387,0.23993902259039895,0.12141236556688054,0.5484262637514613,0.5838864629671876,0.5696120912910876,0.25946766826616635,0.12974529803085932,0.5715010683760684,0.7363560771364961,0.7562683284457479,0.24095428434506855,0.14314225240361128,0.5228551373916185,0.5684779096688057,0.5146834923126613,0.27905356072929005,0.169018196058028,0.5451210826210826,0.7060288889403707,0.614980449657869,0.2829033596876138,0.23812518627173945,0.48236619703356,0.5213913228027586,0.4572605522758171,0.27615143647704304,0.1574722383770686,0.4639423076923077,0.6518291048339125,0.6739631336405529,0.24479011430689612,0.12687185736046258,0.5079800820716609,0.5355378966710613,0.527609724322549,0.2772999315314956,0.17834986070278863,0.4414685719373219,0.6790545947997871,0.6491004962779157,0.24416519675665685,0.1301929395022552,0.4615858736879399,0.501434597771798,0.5357292688259427,0.27424446769168603,0.1711511599541459,0.44001068376068375,0.6631059875686572,0.6526610644257703,0.2473093836286409,0.1393306479464396,0.4683269212095073,0.5143609944503399,0.5357882864116414,0.258167087986893,0.08760587501621603,0.4321937321937322,0.6443733698777062,0.730510752688172,0.24324576349174037,0.10838672520892968,0.47800795453400835,0.5428279872558199,0.5399346338207056,0.2581110269272815,0.0888353351274323,0.45118411680911674,0.6901933876117958,0.730510752688172,0.2415832947748936,0.09984338939688238
EICHERMOT,488,185,8,0.5062418193822151,0.5486114237797806,0.45968587863749155,0.27146999042120334,0.19038907228089713,0.6008101851851853,0.675756471233445,0.45144869750132904,0.27118860691414826,0.25728869487958794,0.520932490272997,0.5618952485508761,0.41720438621476835,0.2563135243323701,0.0948514626058361,0.4798280423280423,0.6210206425261526,0.4104236774801454,0.26753464369610463,0.17617909572716042,0.4876804242864194,0.5118491172562286,0.39554253679791695,0.2627148253600194,0.1252717904542014,0.41944444444444445,0.5592714860356621,0.36615190365190364,0.2797043520074393,0.21040895428348788,0.5150133756305726,0.5328777684450056,0.5441080554732496,0.2603904339101427,0.1546103068880362,0.4814277447089947,0.5668556683875311,0.5629029682048259,0.27181228416793135,0.21285039775548564,0.530941315885622,0.5285889757962845,0.40050543781936565,0.25485557731569186,0.08537481774436552,0.43191550925925926,0.5209168517425373,0.37335434173669463,0.27184848597923605,0.1693237273729766,0.4264317232900025,0.465423992472714,0.42372954349698533,0.26724013232559396,0.11544753495257652,0.3671875,0.49848556136150124,0.4643796992481203,0.2686614410142,0.19282185210382086,0.5281810845047401,0.5565504176507201,0.4300314828540635,0.25919816557032493,0.1182781513500141,0.5228505291005291,0.6363841625746388,0.4124092345488226,0.2771831748221023,0.18973453916264968,0.5395459436635066,0.5741321574320394,0.4661618175279989,0.25826245462869485,0.16806307754462813,0.5691964285714285,0.669002365000172,0.4804758901154782,0.27315157578686405,0.22259095467264886,0.54221229424264,0.5527626779904149,0.4178369891488987,0.2570813369245528,0.09332039041081025,0.5012814153439153,0.5618886804507105,0.4139705882352941,0.27084584494761377,0.1732712614202372,0.4749923742380247,0.505263479504426,0.3951765447667087,0.2737435729516039,0.13658534704835307,0.5362681878306879,0.5866710971660847,0.4139411027568922,0.27170226937542236,0.19347581110495923,0.510583680268446,0.5580854383394304,0.4583060085076214,0.2672008257943689,0.173645468190795,0.5870949074074074,0.6773525410586814,0.45144869750132904,0.2688068794909234,0.2501818081501984,0.5089178348685012,0.5431176811628031,0.4477507230986617,0.25072777310664957,0.07408197871875902,0.5353339947089948,0.612322272605794,0.4374834144183989,0.25455735405011737,0.11303355630054042,0.5365942629912377,0.5510335415115977,0.46580458475950276,0.2507213153901292,0.060901233790280465,0.5249090608465607,0.6070887597301288,0.4374834144183989,0.25770396737832846,0.14434116988122409
