variant,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,brier_mean,brier_std,ece_mean,ece_std,reliability_slope_mean,reliability_slope_std,reliability_intercept_mean,reliability_intercept_std
numeric_only,0.5025371361717262,0.01484057874690317,0.5037361932952922,0.03654670844938449,0.3674116888692665,0.2890861849728955,0.25157544970867585,0.0034456845178401116,0.04024147449795608,0.033332006335477594,0.7990851053486995,1.5984128219578773,0.127522187403253,0.7778784357689847
numeric_tokens,0.5056767960576801,0.01563038030196032,0.5051014007810609,0.03438612489464115,0.3732898123233922,0.29109671499819956,0.2515583563771126,0.003471470706982683,0.04066823771890739,0.033543942019553644,0.1385836635594431,1.6762331929675938,0.40676612624355324,0.8948709924664985
ts_text_fusion,0.5055430208751279,0.013427683731601596,0.5049776539609994,0.033720241944269286,0.3792241292127113,0.2727872696311677,0.2516256115472595,0.0036339605915929715,0.040971771313714524,0.033278272562748686,0.22644494194631634,1.5638629443180154,0.37998778058989063,0.7866517441076785
