symbol,n_days,n_filing,roc_auc_lm1n_all,pr_auc_lm1n_all,f1_lm1n_all,brier_lm1n_all,ece_lm1n_all,roc_auc_lm1n_filing,pr_auc_lm1n_filing,f1_lm1n_filing,brier_lm1n_filing,ece_lm1n_filing,roc_auc_lm2v_all,pr_auc_lm2v_all,f1_lm2v_all,brier_lm2v_all,ece_lm2v_all,roc_auc_lm2v_filing,pr_auc_lm2v_filing,f1_lm2v_filing,brier_lm2v_filing,ece_lm2v_filing,roc_auc_lm3t_all,pr_auc_lm3t_all,f1_lm3t_all,brier_lm3t_all,ece_lm3t_all,roc_auc_lm3t_filing,pr_auc_lm3t_filing,f1_lm3t_filing,brier_lm3t_filing,ece_lm3t_filing,roc_auc_gm1n_all,pr_auc_gm1n_all,f1_gm1n_all,brier_gm1n_all,ece_gm1n_all,roc_auc_gm1n_filing,pr_auc_gm1n_filing,f1_gm1n_filing,brier_gm1n_filing,ece_gm1n_filing,roc_auc_gm2v_all,pr_auc_gm2v_all,f1_gm2v_all,brier_gm2v_all,ece_gm2v_all,roc_auc_gm2v_filing,pr_auc_gm2v_filing,f1_gm2v_filing,brier_gm2v_filing,ece_gm2v_filing,roc_auc_gm3t_all,pr_auc_gm3t_all,f1_gm3t_all,brier_gm3t_all,ece_gm3t_all,roc_auc_gm3t_filing,pr_auc_gm3t_filing,f1_gm3t_filing,brier_gm3t_filing,ece_gm3t_filing,roc_auc_le12_all,pr_auc_le12_all,f1_le12_all,brier_le12_all,ece_le12_all,roc_auc_le12_filing,pr_auc_le12_filing,f1_le12_filing,brier_le12_filing,ece_le12_filing,roc_auc_le3_all,pr_auc_le3_all,f1_le3_all,brier_le3_all,ece_le3_all,roc_auc_le3_filing,pr_auc_le3_filing,f1_le3_filing,brier_le3_filing,ece_le3_filing,roc_auc_ge12_all,pr_auc_ge12_all,f1_ge12_all,brier_ge12_all,ece_ge12_all,roc_auc_ge12_filing,pr_auc_ge12_filing,f1_ge12_filing,brier_ge12_filing,ece_ge12_filing,roc_auc_ge3_all,pr_auc_ge3_all,f1_ge3_all,brier_ge3_all,ece_ge3_all,roc_auc_ge3_filing,pr_auc_ge3_filing,f1_ge3_filing,brier_ge3_filing,ece_ge3_filing,roc_auc_lt12_all,pr_auc_lt12_all,f1_lt12_all,brier_lt12_all,ece_lt12_all,roc_auc_lt12_filing,pr_auc_lt12_filing,f1_lt12_filing,brier_lt12_filing,ece_lt12_filing,roc_auc_lt3_all,pr_auc_lt3_all,f1_lt3_all,brier_lt3_all,ece_lt3_all,roc_auc_lt3_filing,pr_auc_lt3_filing,f1_lt3_filing,brier_lt3_filing,ece_lt3_filing,roc_auc_cx_all,pr_auc_cx_all,f1_cx_all,brier_cx_all,ece_cx_all,roc_auc_cx_filing,pr_auc_cx_filing,f1_cx_filing,brier_cx_filing,ece_cx_filing
AXISBANK,462,252,0.5104799368973018,0.5381133694411219,0.40423583931972384,0.2766099631667288,0.1864674651247203,0.4561350788814501,0.5739941670916168,0.4048978261397497,0.3029591390476215,0.25952735817144174,0.5054083078639743,0.5494190121225943,0.37811224947088645,0.26265706996257826,0.12503460474276254,0.5242212050462625,0.6092710667358787,0.37305168828665064,0.27074361649222495,0.16800161246058637,0.5342218570757516,0.5713171858810046,0.3155234196684339,0.25918139878222307,0.13968933183005575,0.5101155845187549,0.6071268575732336,0.27399807749186633,0.2742206405396496,0.2040555742716194,0.4798038837837488,0.5245371558790152,0.37007357349278164,0.2663401171502497,0.15509751152765122,0.43008621581005085,0.550663454136613,0.3461323530966388,0.27716415165910646,0.20466806304200177,0.476341951801906,0.5047689579526458,0.29151455645447566,0.26862934070290995,0.13944774400390184,0.4564113328103016,0.5570501090609123,0.307449236662335,0.2775451457957755,0.19080813076371791,0.5249772378761083,0.5425199798241784,0.3559740962809686,0.26648604723209374,0.15309156006763416,0.47368501808436875,0.5580078179642352,0.34512982244793394,0.26793687947894074,0.17371591768305064,0.5223502330848766,0.5651252564291379,0.3607786842487911,0.25397208015168293,0.11966905541077612,0.507317970629659,0.620434639527553,0.3389802459445317,0.2645109713199251,0.18587816155904466,0.5071350568202123,0.5600950181433162,0.32111936540151176,0.25767087236479497,0.13687431271335895,0.480103983918919,0.5819918767612959,0.28743726511583656,0.27434944757825913,0.18502184663795784,0.4734950263822534,0.5172647105574667,0.31023151785563136,0.2648235840897696,0.14021353350473129,0.4274061388700427,0.5385794267800001,0.256493862041743,0.2772818623992867,0.1898076535892903,0.49344088320063667,0.5205683961627857,0.32537287106798213,0.2597810693461387,0.14006556027166675,0.469112180967605,0.5578663719688721,0.2830636173388275,0.2689573748918412,0.18129019516628211,0.5297997346341392,0.5573524108085866,0.3845710414055816,0.27623008437291324,0.18578413083758122,0.4970408271735621,0.5993124332389884,0.36731160345290775,0.30245788589343114,0.2660407587076764,0.5298588179570562,0.5582803364746702,0.3272923299419445,0.2545864838072694,0.11084913117381423,0.49285350274177625,0.5991214934492951,0.2981115907901622,0.26365432636752456,0.1463496957084262,0.5100242286973565,0.5635889437554196,0.34320828485266025,0.25513164093657653,0.1299428476527292,0.4577594446339672,0.6019551732332211,0.31056580324437466,0.26508436989903295,0.17611744737628962
BAJAJ-AUTO,462,144,0.5225009248957122,0.5744535230561705,0.3602267509033427,0.2747958346605165,0.15585670739449844,0.5403757858303313,0.6302599570558933,0.3022638281258971,0.28999699392214656,0.23663854424149003,0.5407042585736455,0.5739240768652116,0.4318776546027455,0.26499451587755835,0.142937326339581,0.5974411531229712,0.697268457593284,0.4263013700812744,0.26353974942653086,0.2046664972902326,0.4684871664447785,0.5289046044719045,0.3982430219360655,0.265916147969923,0.1411859394626679,0.46804710441074077,0.5718219072463492,0.39421774619143035,0.2719797412711776,0.21815911564112733,0.5191793684457384,0.5321253290952261,0.40102870495195847,0.2626291294199467,0.12719531081356455,0.5021868913914368,0.596271892100769,0.456376448367295,0.2702758485187202,0.22123635152567472,0.4726901581138608,0.5028433301339629,0.45654953799267134,0.25899328857528664,0.11747479352141625,0.4597486267940814,0.5624604459351663,0.44756889970793706,0.26271108900991286,0.16756905160215216,0.5156987492597938,0.5342443330818575,0.412006886178249,0.2666902632418289,0.14504851360566748,0.503071423525969,0.5752210983048772,0.3941791818797167,0.2806336823901666,0.24191054234706996,0.5166077320004295,0.5549492326983114,0.3344484600970206,0.25660024901346645,0.10727613408446514,0.5654883836702017,0.6405569260252506,0.29107256379983654,0.257480189066355,0.17930142999441773,0.5551475555264893,0.5810108442704227,0.28729309956637394,0.25712300838958413,0.1099043391200565,0.537652835380108,0.638269294095847,0.340531438258711,0.2627641058499972,0.18079838956703453,0.48917664302644953,0.5052702464549894,0.41533605076721986,0.2694657228266425,0.13635505716414945,0.48676199642108725,0.5523830901666534,0.3858278085550813,0.27432049139197684,0.18848177993562745,0.5601832057782085,0.5638560307632748,0.4943372250713058,0.2542225852512223,0.12208469730485018,0.5464951925179199,0.5787835703991606,0.5207376355701714,0.25461554777188955,0.1324606762272287,0.5398972549473827,0.5866732959765969,0.379670568518596,0.26864619386716043,0.14941481975713108,0.574368266413721,0.650037797061006,0.3197351924872136,0.2747047288068064,0.21896528861385783,0.5352527614721619,0.5854816593891318,0.36741330720938425,0.25656795816302114,0.09838559739273742,0.5321038809675174,0.6353899800784784,0.30948748221475497,0.2582605522916821,0.15713377368288656,0.521021487154032,0.5714465308184918,0.36049204415135727,0.25711898703175173,0.10552473845395963,0.5029481881754609,0.6246153720724654,0.30689747962475233,0.2601798443059029,0.1554240215840808
BAJAJFINSV,462,111,0.4447405664355288,0.4717016881404428,0.3266797929749784,0.263504615427638,0.1293092289791731,0.4633982683982685,0.5589399813750462,0.4039728542402339,0.2731589698727013,0.17096829226507462,0.48317910769139344,0.5005299675864224,0.3513414475277992,0.2633785899884918,0.10517542582219996,0.5191053391053392,0.6177317157349624,0.3742044708270433,0.2624367169428776,0.13604893220608158,0.47781532720377673,0.5021273956464188,0.28146158306221875,0.2654115221836161,0.11898927721432964,0.5081096681096681,0.6296434836207563,0.31871657754010696,0.2791985666187488,0.21132693058914012,0.47674705726246847,0.47189711971985726,0.28731734097440875,0.26125120887254066,0.12679771994029584,0.552893217893218,0.6300984116893208,0.3275910364145659,0.26715354584892576,0.15880645746599917,0.48603677926031763,0.4690487986000288,0.40770842325972884,0.27155729572601556,0.1450133499196375,0.4234126984126984,0.5272588414471531,0.26680112816476453,0.27736763410289705,0.19841400925986424,0.5476873349285588,0.5434826775236432,0.33762698549606607,0.2574359994123546,0.1202201056822607,0.5298593073593074,0.5869654335563426,0.2962057550292844,0.2667735912114896,0.17077377766439072,0.44470174204234697,0.47394043446744,0.40246432587945546,0.2688984834254281,0.11076579046889362,0.49409090909090914,0.6139947792707532,0.4245387856350424,0.26432766045775175,0.16040738116906664,0.4618796211384184,0.47861205537169094,0.46687243412031965,0.2668554737763473,0.12785044837229162,0.45516594516594516,0.577528774135917,0.48632762068590946,0.2591187298328716,0.22236962690469628,0.5068676938650242,0.5012393843312994,0.4010787812141168,0.26906241727942853,0.13900798632653366,0.5023809523809524,0.5734211411484138,0.3485112777893527,0.2780832254099676,0.17897522386578643,0.5259506657816491,0.5254846765157761,0.3188725465059916,0.2716915406668185,0.15439647829765776,0.42910894660894666,0.5395710290190809,0.220736779560309,0.29297178466354556,0.2165044711128772,0.44367728934603684,0.4733551634704815,0.4167495708477401,0.26805327356327474,0.14860328202940667,0.4706854256854257,0.5897663183377468,0.47690850444861144,0.27485109073491215,0.20520495977602796,0.4378039606039197,0.47033483980854285,0.21232423171347778,0.2541819737025272,0.056128105004598826,0.4824025974025974,0.6169855343069628,0.20816747751732267,0.2561194959491718,0.0826492756441062,0.5145065104835207,0.5343130080696497,0.2926173761839121,0.2527022732682609,0.06932297430283282,0.4381673881673882,0.5800564490824232,0.29355708790693313,0.2583991561698061,0.11027381565645862
BAJAJHLDNG,462,93,0.5418528214540328,0.5400205986402689,0.3356272310943154,0.2686858777839151,0.15723914266949796,0.29012345679012347,0.4141992266992267,0.315018315018315,0.29320944242224267,0.24130986248290617,0.5165897793548689,0.5132923296491863,0.426229126203359,0.25912954090636336,0.12132949295461212,0.6080246913580247,0.6045755170755172,0.5982142857142857,0.24725625074935187,0.06727994911005956,0.5293605035736413,0.5552050697888536,0.2870500934145099,0.25792151400591284,0.11090805362744335,0.4506172839506173,0.5021034793093617,0.25,0.25949658726868186,0.1293625409683059,0.550367491554327,0.5282056536958258,0.36277434742012743,0.25577548902554337,0.13472107826503124,0.6882716049382717,0.6469356261022927,0.3333333333333333,0.24718447378364067,0.05674299047002754,0.4807495375461051,0.4721131051468872,0.34078733109369197,0.2706682425467352,0.14578515896233307,0.5833333333333334,0.5019943019943021,0.6190476190476191,0.2560399890533702,0.12002591878351059,0.5102835991979483,0.5083614117091547,0.35394784594185297,0.2616040463272766,0.1421808033939725,0.4027777777777778,0.4113095238095238,0.42647058823529416,0.27786982575419183,0.21161450086292072,0.5357696233919682,0.5379508524987352,0.4174003824418445,0.2629013325284818,0.15498864126007797,0.5123456790123457,0.5387432012432012,0.5019607843137255,0.2621486732574013,0.11320258245548508,0.5405862964847081,0.5468297909197972,0.3941023411053248,0.2662503304295388,0.15657071241336679,0.5709876543209877,0.6394864394864395,0.47619047619047616,0.2473698444458472,0.08983181535797273,0.48460687870183095,0.5026086442783395,0.45156713328442316,0.2682054091378768,0.156129754869313,0.3055555555555556,0.3853174603174604,0.41025641025641024,0.26231823266243803,0.1571295653451389,0.5257971898765746,0.5151043316356688,0.40067394648954935,0.26150470254246455,0.15136479797392388,0.6604938271604939,0.6560185185185186,0.1875,0.24987848135223756,0.10505492724239539,0.5201322236136209,0.5313120248619089,0.39724559121135067,0.26483674208725017,0.13714395684587496,0.2716049382716049,0.4043086543086543,0.34965034965034963,0.2869321943126968,0.22321674580850076,0.5112195401249514,0.5274003544889762,0.2894566325996512,0.2512411273580838,0.07011845218482812,0.27469135802469136,0.4074143177084354,0.3333333333333333,0.2516326185422646,0.061845710055209474,0.4965904515674471,0.5287449193222382,0.29370778962415023,0.2538761816003878,0.09272209944978506,0.22222222222222227,0.39209884614296375,0.3333333333333333,0.2529555465179876,0.06618142752769593
BAJFINANCE,462,139,0.5107945383107438,0.5512099314322598,0.4480181930737524,0.25862076576216136,0.11981862841260206,0.4591955266955267,0.5195937578216989,0.36324242424242426,0.26111698588933785,0.2418491013766617,0.5518400454289847,0.5896722445019421,0.4834484048080052,0.2643918087952901,0.1340433269945304,0.5231259018759018,0.5335842811872223,0.33078449328449333,0.2756798726876619,0.21942443219077834,0.4699283898502656,0.520724078642886,0.39404143143118925,0.2759410182404777,0.17338700564761636,0.4033603896103896,0.47263405730072394,0.3942463092463092,0.30685201840102544,0.29797541330971883,0.5205115492825119,0.540369718783687,0.4630936957698408,0.2681591992753894,0.13075036494105177,0.5466567460317461,0.5018222888222887,0.4376805873864697,0.2496457700870502,0.1725401676350021,0.49703746499562923,0.5258264159978334,0.4696704719891612,0.28350552396842726,0.19945695659133802,0.49583152958152954,0.4890086210086209,0.43298368298368295,0.28925263118910893,0.24698354974995174,0.5071325319766474,0.5267164549920421,0.4328729964974333,0.2740432878345894,0.1460618246533573,0.5480059523809524,0.5034580280830281,0.4257542457542458,0.2812089080113807,0.25807090962528506,0.5111543604024448,0.546158673225693,0.4917570309625722,0.26900954645901315,0.13590245134849077,0.5201190476190476,0.5277301340634674,0.3384938590820944,0.30455197127970535,0.29367003631733224,0.49445654837638703,0.5405033357815392,0.4802116428478865,0.26719380381724445,0.14710014441111208,0.4368253968253969,0.4864945332445333,0.41146903205726737,0.2881502698819761,0.2609613855234318,0.542876089664614,0.5462385864339077,0.4853020456838022,0.2650135079197461,0.16050262151883654,0.5463852813852814,0.5185415271003506,0.5027514590672485,0.26829334385489745,0.23427040708826147,0.5514614657301486,0.5544141156079199,0.4549040542020125,0.26751295566207667,0.15727124440533674,0.4932855339105339,0.47563787138787134,0.4305960705960706,0.2798560079259544,0.214877071056764,0.5333336715909734,0.5703021592856364,0.4978102658369742,0.2602258635457452,0.11723621813770757,0.4613437950937951,0.506953661806603,0.3873962148962149,0.2756828303467945,0.2060055814186555,0.5078332932383981,0.5507039862504556,0.3576120394670783,0.25426875668279997,0.09225682611686081,0.4095382395382396,0.4598015888432555,0.28748917748917746,0.25651881451915465,0.15407895685179143,0.4927909413012831,0.5434083281742187,0.3998258683072737,0.2609440197373678,0.11750664963331653,0.49555916305916303,0.5099567284567285,0.320042676621624,0.26304897800789717,0.19559708755296795
BANKBARODA,462,186,0.528746606667379,0.5677418598741816,0.41764963851773845,0.2622185135617975,0.15837789796154783,0.5363474056650077,0.6275706481001911,0.40605767273171073,0.26552897259671887,0.1939097653863841,0.4940125204222236,0.5262344716565734,0.24229910012443828,0.28317412502393713,0.18760638126300655,0.4487300605667953,0.5345858604697103,0.21621315192743765,0.29605815090852877,0.2378961716250238,0.4881070419270922,0.5283038737999751,0.38722162750885275,0.2692296850431939,0.15838785084857962,0.5364929665950074,0.6264223494394462,0.37619691554782836,0.27767147754836957,0.2016280554753523,0.5025940769548694,0.531713512143173,0.4516070016171004,0.27773658082712865,0.16109291959977673,0.49165046971169424,0.5774714274679489,0.4349398930225998,0.2934714763231835,0.2626955606300311,0.4960758381717048,0.49600556753278785,0.349138299203314,0.2878266500438593,0.1789156668247694,0.488354628647996,0.5115007245897784,0.32151574407213507,0.30233629240391735,0.23241599052200881,0.5004653627318378,0.50970938778994,0.3468298768363623,0.26914713479441743,0.16660344355901807,0.4677605209652404,0.5210320235320235,0.27439431913116125,0.2888295444745937,0.23319165931057712,0.5140180643728919,0.5532693703379168,0.3086117863707063,0.2806092802275657,0.1924643793285045,0.4823130049278008,0.5886408988828725,0.27014533085961656,0.293393981705974,0.25228569513469906,0.501750098221572,0.553839343147995,0.3604790144144983,0.2701552886686113,0.15802417050987602,0.47522500576709764,0.5753566938953462,0.3675280834944701,0.27218645854133744,0.206430177401633,0.5307663328196509,0.5416367073294668,0.37379296583416827,0.2661918184513339,0.14625293203687698,0.5099747275353143,0.5946676386727408,0.35856810115350485,0.2722934596633758,0.22813931820680367,0.520581177508173,0.5358382008056787,0.3795160741994802,0.28341331607651116,0.1804665286633506,0.5079967434304169,0.5720090956622962,0.39053410040252146,0.2920607671490308,0.2600545177648191,0.5136304178102784,0.5578308554441002,0.32477737525019335,0.27792599545782726,0.17796883920167586,0.47202157630729064,0.5860205805448201,0.31594829564754373,0.284011921106742,0.2258183887026136,0.4842874889912079,0.5400724990285858,0.276669458193964,0.2582667566879959,0.10059912219990795,0.4791603842114047,0.5974145488084377,0.2868480725623583,0.2660664936684192,0.1687947953822805,0.49225353064546035,0.5354254859207601,0.32146336517683627,0.25926785461307733,0.13507521989989185,0.4507383050622847,0.5598326555366435,0.30645065043561287,0.27093490040165763,0.19638479688882596
BEL,462,128,0.48947824873744267,0.5525464448902985,0.35811665941509047,0.269400126199093,0.15833111125129812,0.491539354237767,0.5278158540460127,0.4252168883747831,0.2609004110914933,0.13191472728613132,0.5327205763643466,0.5451852147967927,0.46066309813975564,0.2841262183966515,0.1910440700397542,0.5629671621735114,0.5545260735736925,0.47990582402347104,0.25776782055522335,0.19854143932450719,0.49708302785882036,0.551032929069479,0.3505208323464067,0.26785223250052004,0.15217495061326283,0.5193570245157546,0.547390836676551,0.3451659451659452,0.2640372646337237,0.2030476114922453,0.5007298916058526,0.5294355335023488,0.34993804852698324,0.27361077564960523,0.14967544279045816,0.4851909590996893,0.5051573426573426,0.39588072745967484,0.26159526607609923,0.1732344828889366,0.4995107403658777,0.5131851644939766,0.3539474347670055,0.2775337759280522,0.17298281627704074,0.4968408575551433,0.5385589014160442,0.38249947506913445,0.2632584533641597,0.14369259486321162,0.4896433212641247,0.5065780905473537,0.3485164999230079,0.261423168400801,0.13364086009933412,0.5012749853027632,0.45504665087998425,0.35075061390850865,0.24816295185889656,0.10478744397907311,0.518142425869847,0.5640928913179845,0.34851855158558964,0.2943621222167085,0.20494781326700112,0.6108024691358024,0.6327947625566673,0.4137023470356803,0.26824627954053226,0.23133855529725855,0.4965931063208547,0.5324816391771062,0.30869959429294086,0.2865536475524442,0.21207204466820992,0.4965018667399621,0.5175342162246923,0.3252204585537919,0.27323890889897107,0.24580536825200067,0.4935261404176288,0.5294654241449497,0.33546042719490277,0.27682432158708076,0.16284803572666667,0.4650945394993013,0.48769984424746327,0.33827160493827163,0.2623740766553531,0.1975387469582584,0.47796703429373166,0.5156870079367218,0.36358125378177264,0.27468741451693585,0.14956500464524455,0.5239851271597303,0.5315182759627204,0.43781355097144575,0.2620757463285608,0.20426958665069525,0.5323220157637469,0.5524825491324187,0.43732606735444896,0.2822616140262263,0.20279945962889281,0.553931701749162,0.5419683050635432,0.47887228965660333,0.25934269765887064,0.1897367225251064,0.5037531944557302,0.535454635188913,0.3057969553878035,0.26335168950828863,0.11318253631859895,0.5158235797124686,0.5056701411463316,0.34165970481759955,0.25167991137191253,0.09135401143796258,0.5108925910279297,0.5291910205325998,0.3136803595269045,0.26382440584449773,0.12586027623590926,0.4912607747925209,0.5054565364089173,0.3542859674438622,0.2528309900722063,0.11096919029355805
BHARTIARTL,462,297,0.555987113384622,0.5887915368784229,0.354702945359725,0.2825343692064167,0.1952683031295234,0.558765440908298,0.5812198043598384,0.32793687982622266,0.2776509001518138,0.19098880680040936,0.45857067955229264,0.5310803890045038,0.3298637139376957,0.2859729932425365,0.1877291194794383,0.4804973796045225,0.5634011492063932,0.30776287849458583,0.2853694264867847,0.19597778674552987,0.5249917425829623,0.5666725204419483,0.4576602502800388,0.2646196569608427,0.14111733049603445,0.5365397499326071,0.5851717105429957,0.415303524796006,0.2635792815879065,0.16901175194558657,0.4746316091857926,0.5030488126718697,0.42330415087946693,0.2690042526978106,0.14784019659265543,0.47810512899798613,0.4993452411811622,0.3754082952471455,0.27027338756888925,0.14668101802080893,0.516407387457237,0.5428397716702242,0.43678269625340505,0.280303580737635,0.17512765179956719,0.492255512344798,0.5164489144015877,0.38952530568768523,0.2811759725809448,0.18819968579557142,0.47150431377143726,0.511915465078357,0.4668840319229626,0.2764042304873359,0.1733725023110195,0.4880738309309738,0.5323895756605905,0.4526708922051205,0.27034170417027903,0.16603718778525536,0.45350489866409627,0.5153374653286956,0.3285903668592438,0.2802852986208479,0.19234518324986047,0.46709134119848406,0.5218457566069193,0.2969297873125244,0.279856393057659,0.19267098757729734,0.4592009880299202,0.5258907293383663,0.37103535520394904,0.28197611822156526,0.17558792494602032,0.46299117549117547,0.5176385721362948,0.33917772513499633,0.2871109619129471,0.18498528593663918,0.5117778048813072,0.5448998540761436,0.4150178629019408,0.26949158953514535,0.15225201322192164,0.5319604998176426,0.5508953682458403,0.3986461121299203,0.2698451897919959,0.1571611251501633,0.473386274481415,0.5074530300336326,0.41890240219076075,0.26969882578488574,0.14281497752212596,0.5329899762935477,0.5341647739793782,0.3919972560062743,0.267313706093461,0.14881105412297516,0.43435827716684716,0.5096873105468506,0.2896217817270449,0.2946358520111473,0.21870450853930296,0.4712624676910391,0.5354125558600951,0.26456953288744706,0.29086823598729217,0.2317469442999399,0.4472712587857801,0.5206334445536227,0.38645236949515127,0.2650847267672962,0.12989931618627362,0.5040436745793888,0.5606310617163043,0.3478700909702193,0.2657726765355419,0.13346358098922212,0.46289218773506086,0.525352295153629,0.4120835205435038,0.2674523995503607,0.14869209296906313,0.4894408171193886,0.5695186897157213,0.3777364234681308,0.26685249375377423,0.14729036647027532
BHEL,462,158,0.5319808984741067,0.6212432296036247,0.4255798463264579,0.278267543848311,0.1804405039923356,0.594522607022607,0.6437995094898955,0.38042166167166175,0.296336899403051,0.2975811041934229,0.4782933342992978,0.5541620719988869,0.3563336399784524,0.28657787672747503,0.18883592499012572,0.5388603294853295,0.6215502231294789,0.3578588989394616,0.3043151871445405,0.2564052095141692,0.5149840824143729,0.5886385266842887,0.4211935742077605,0.2917836608249095,0.2072563497766245,0.4339736652236652,0.5825388302630393,0.3118756746474138,0.32724347472951537,0.3149679704956911,0.485263983327103,0.5347707925522299,0.44088259403184316,0.28435455067562015,0.171568061766948,0.48187229437229445,0.5527256365014824,0.3636668993126793,0.29992312948786026,0.2511040838238039,0.4874459511653535,0.5456609397885,0.48141735873260366,0.28283821344341864,0.18415879808885052,0.4661315536315536,0.5475866211937549,0.4079734397719659,0.29888261257903886,0.26517055676794143,0.4786938352273345,0.5437665025203181,0.43075317132883245,0.27251755166162267,0.15212383473389562,0.5394916426166426,0.6001704838037397,0.4020853349391286,0.27305803374048826,0.23101738810812852,0.5212497276746547,0.5988884525252078,0.45640620046065633,0.2841715015311801,0.17522878554869054,0.5188973063973065,0.634077809293331,0.4226328124396505,0.3080043716836399,0.2617408099983936,0.5287245824514296,0.6034143417527884,0.4519428746205348,0.2819439086601295,0.1695220060887134,0.5133507696007696,0.6405500676701658,0.34481538992408556,0.301093335833492,0.275690725611976,0.526605722449232,0.5707356312355089,0.3949373481236202,0.2676426458463949,0.16097275041872952,0.5336550024050023,0.5991477023817066,0.3287798353015744,0.2826875471432696,0.22988024988171682,0.5310990179769853,0.5680745457771564,0.41605128087981097,0.2675423962688084,0.1501274588500686,0.5809102934102933,0.609495684555669,0.33563641530393445,0.28065517550701163,0.24031367082330177,0.5186381101983598,0.5935465397167765,0.4216470767355927,0.2865190659880247,0.19770635428432884,0.5904882154882154,0.6458299582812571,0.38144290350172705,0.3021583696255376,0.29474513164985033,0.49740952496213303,0.5848368948225011,0.35924628388338065,0.2637238863128445,0.12675792539016184,0.4645622895622896,0.5796036690087493,0.29983528832633694,0.28112795316684797,0.20942056458446953,0.4766215473086438,0.5593599879389506,0.3987734964293834,0.26537721899436206,0.1391612615031691,0.47929292929292927,0.5846942227775243,0.3294601338559139,0.2786602240517901,0.21337430728847598
BOSCHLTD,462,116,0.5072595012189306,0.5296176302690794,0.35005698637618976,0.26348546106606063,0.15482539662910852,0.4459637188208617,0.49040427826142113,0.4130284502464953,0.27270504078073987,0.22797357517496636,0.5464510340790483,0.5598789216913382,0.3837244283020854,0.2546024457226037,0.13505594318224132,0.5361337868480726,0.5627876554662269,0.45741758241758246,0.2726246392911735,0.23549127902016107,0.484845599533914,0.5104347511826662,0.4251146779629932,0.2687834839365145,0.18425301257559004,0.5417006802721089,0.565626159554731,0.48009203681472584,0.3042688921612321,0.27436361677083243,0.43807009461780505,0.4630147301979431,0.4017331155820832,0.26594448490393774,0.15133786678115455,0.44522108843537417,0.4732957915100773,0.5311897486267234,0.2842785867382935,0.2255607832253729,0.5121759831293079,0.49885091841413404,0.4026161891415629,0.272106798323141,0.15902680652875836,0.49827664399092975,0.44621967979110844,0.4955682272909164,0.2920151042620633,0.2570685334059845,0.48186440291323224,0.47993091180844955,0.43823478317980297,0.26169718594445507,0.13645568549710407,0.38706349206349205,0.40825010307153164,0.5206455309396486,0.2980057955746037,0.2520183576644699,0.5233832909260233,0.5376489911679504,0.4453797311761892,0.26518618805113975,0.16539132937660578,0.4792403628117913,0.5616574761217619,0.3785964035964036,0.2946373866268219,0.28558850909094147,0.47605761810540453,0.49983701296838295,0.3689060166316933,0.2624904636021083,0.16653358916195973,0.35768707482993195,0.46918038971610404,0.34313186813186813,0.2885624475933704,0.29936321607010286,0.5067101891520659,0.5041154079603783,0.4265138447704534,0.26835197673832584,0.15873572556813328,0.4299773242630386,0.4415231197374055,0.5820400887627778,0.2870910464907753,0.24033465260941908,0.4555680738980276,0.4882178310634668,0.4030538855045938,0.2667602338742353,0.14362665840984815,0.4410941043083901,0.44976654298082863,0.5925570228091236,0.2875248171875784,0.24871898832826264,0.5449879339932318,0.558617329406586,0.4150034310238006,0.2568920089235472,0.1471479146580778,0.499875283446712,0.5499909812409812,0.49925294004241366,0.27800361917412114,0.21666970191923718,0.5239355453610112,0.5367968717588759,0.34503488640572805,0.25660159302192503,0.12138034806698873,0.4661111111111111,0.5033576410362125,0.4248199279711885,0.27107744473196016,0.1625911167886302,0.4996593595373129,0.514888894689208,0.33974788750532464,0.257470064831901,0.1224364464638877,0.42631519274376417,0.47682578004006576,0.42110935283204187,0.2755313684405959,0.18365341936342874
