fold,variant,split,roc_auc,pr_auc,f1,brier,ece,n_samples,pos_rate,reliability_slope,reliability_intercept
21,ts_text_fusion,test,0.4901859678782755,0.5381788851201008,0.0010251153254741158,0.2681551965174763,0.14004362427535896,3588,0.54347825050354,-0.7297351161368215,0.8375916017650827
22,ts_text_fusion,test,0.5138532880256904,0.519515055934652,0.6744633130406921,0.25095123993398366,0.033141673198200265,4140,0.508695662021637,-2.9443837202556624,2.104488200732405
23,ts_text_fusion,test,0.5013949010465245,0.4870187042055715,0.6407239819004525,0.25072235302880674,0.03214649918396309,3864,0.4821428656578064,2.9129631490998387,-0.9865011196659103
24,ts_text_fusion,test,0.510605396856101,0.5610524024218966,0.03165735567970205,0.252161900215887,0.07174333603275164,3772,0.5540826916694641,0.9038146149982684,0.11813733625225997
25,ts_text_fusion,test,0.49880284387957446,0.5346628910368517,0.6944632005401755,0.24986059744389388,0.02389416468708752,3870,0.5333333611488342,-0.34388005234540553,0.7946722475882454
26,ts_text_fusion,test,0.49831775971093034,0.4922484994173081,0.6621037463976945,0.25157166065405945,0.038513604987066234,3720,0.4959677457809448,-0.6981346741546426,0.8687890767607921
27,ts_text_fusion,test,0.49338775982861444,0.5491857670294442,0.34603709949409783,0.2505793899806916,0.04704459384534221,3730,0.5415549874305725,0.06935753333161397,0.507256928030599
28,ts_text_fusion,test,0.49473603233683877,0.4566939466184697,0.6324728260869565,0.2547804412366104,0.07571339522701138,4042,0.46313706040382385,0.18959268877887067,0.31856347362237847
29,ts_text_fusion,test,0.49168474088341324,0.5360688481867886,0.0,0.2543467680484961,0.07738835497447866,3948,0.5405268669128418,,
30,ts_text_fusion,test,0.5255178951687642,0.5090571435518205,0.6605898123324396,0.2527592126904231,0.05167868586640874,3760,0.4933510720729828,0.4899136855032829,0.15812379575329283
31,ts_text_fusion,test,0.49954457473272695,0.5063210141468905,0.27076705549664193,0.2505465172726683,0.021035040631780844,4042,0.509401261806488,-0.9591397430070391,0.9856694971297122
32,ts_text_fusion,test,0.48063502517649503,0.5236858291716575,0.6231276213301378,0.25059146248643654,0.02260904839913353,3854,0.5313959717750549,-0.5874066569477877,0.8302607232939843
33,ts_text_fusion,test,0.48640330725083203,0.4289839274417539,0.6026266416510319,0.2554321112951991,0.09595145175779875,3760,0.4380319118499756,-2.6124848863191903,1.7896902543925972
34,ts_text_fusion,test,0.48454660287286216,0.5408852285755277,0.00530035335689046,0.2613776672462155,0.11732696038361051,4077,0.552121639251709,-1.1362752550494968,1.0465544974595824
35,ts_text_fusion,test,0.491177609242472,0.4914498805662293,0.6488413547237076,0.2547248575313364,0.06858715675708141,3895,0.49242618680000305,-0.7840346734072892,0.9592329119386864
36,ts_text_fusion,test,0.5048821468702493,0.5274267692125028,0.0,0.25045608376297385,0.033890743334059836,3895,0.5263158082962036,,
37,ts_text_fusion,test,0.5103649561632064,0.4755942444990112,0.6365170435369558,0.25208161736910994,0.05462836718903535,4085,0.4697674512863159,1.491916829430748,-0.31244035123341063
38,ts_text_fusion,test,0.5107950425016846,0.48720183143940743,0.08565531475748193,0.249531738859303,0.008857047259001268,3705,0.47827261686325073,-0.641624007262084,0.8096305460828118
39,ts_text_fusion,test,0.4894275484432645,0.5681154436256327,0.0626322471434617,0.25378091690409244,0.09725836202788267,3895,0.5727856159210205,-0.11981577026739013,0.5103641579723275
40,ts_text_fusion,test,0.5121199154248893,0.5297386048524816,0.685337726523888,0.25220189978327495,0.051618253662185205,3990,0.5213032364845276,1.8567014290976467,-0.5424409061975803
41,ts_text_fusion,test,0.5220837231762895,0.5186007556515224,0.6655178356022747,0.2501774084290704,0.021143540288724977,3904,0.5007684230804443,1.8541357025887997,-0.4669272043968484
42,ts_text_fusion,test,0.5141041516879078,0.5620687750253707,0.22305670296657903,0.24961118195328627,0.05073855419352583,3936,0.5515751838684082,3.8521099867604986,-1.3777026840371769
43,ts_text_fusion,test,0.49326242298126555,0.5369069368847539,0.7001496757026443,0.24899396043170066,0.012167201965273221,3936,0.5457317233085632,-0.5758976028187459,0.8699309860995676
44,ts_text_fusion,test,0.5078656844771535,0.533949702508983,0.6913666550157288,0.24950111803849712,0.017419897544326157,3744,0.5283119678497314,,
45,ts_text_fusion,test,0.5082721548466856,0.536792470356676,0.6903137789904502,0.24926584097257987,0.0012453917224516386,3840,0.5270833373069763,,
46,ts_text_fusion,test,0.4933355884149057,0.492277458999619,0.6603608337712384,0.25137166430254093,0.02080731979567865,3936,0.5043191313743591,-0.9980320314764376,0.9897883315610154
47,ts_text_fusion,test,0.48984815706486723,0.49417357661511196,0.6678230702515178,0.2500075297580965,0.0030242872947507937,3840,0.5013020634651184,,
48,ts_text_fusion,test,0.4949637991658394,0.4699712636937512,0.5615503193129266,0.2510621274832784,0.04230140420568096,3846,0.4667186737060547,-0.3832342702546106,0.6619311295048396
49,ts_text_fusion,test,0.497940434310706,0.4417580557078275,0.0010587612493382743,0.24722963453522281,0.02444316985479044,4268,0.44189316034317017,1.695285579414067,-0.3485046108200296
50,ts_text_fusion,test,0.5298079505537612,0.5178391555997571,0.0,0.25205462162155623,0.05077203198355895,3686,0.4915897846221924,0.21256107718180542,0.39788909187125804
51,ts_text_fusion,test,0.5192655037689109,0.5854411565624275,0.33612363168061815,0.2505324426613738,0.07316789104751396,3880,0.5685567259788513,0.16382143265937177,0.5009642352726484
52,ts_text_fusion,test,0.4898909106773745,0.4457142538915868,0.6176084099868594,0.26365352587866897,0.11959036630287964,4280,0.4525700807571411,-0.09089480463583101,0.4917185639164047
53,ts_text_fusion,test,0.4853743526297318,0.49594680547987025,0.018627450980392157,0.2539775941330509,0.06299207907476463,3920,0.5066326260566711,-2.262559671149523,1.5174849561357786
54,ts_text_fusion,test,0.49411890783123297,0.4822322077432561,0.46506364922206506,0.25038590186541665,0.021434422274151863,3822,0.48482468724250793,0.29260635276810365,0.3367053842995888
55,ts_text_fusion,test,0.5208790211652327,0.5111160381970903,0.2897727272727273,0.24948292547914744,0.005863616796099239,3072,0.490234375,0.6202709373202309,0.18852190423227622
