variant,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,brier_mean,brier_std,ece_mean,ece_std,reliability_slope_mean,reliability_slope_std,reliability_intercept_mean,reliability_intercept_std
numeric_only,0.519889643775426,0.052129100562725475,0.5218052188986164,0.07048343248024426,0.4392641912890506,0.20553883563979627,0.25541192774642796,0.007930943697307867,0.08651826167451895,0.04603566401479031,1.2157094016108045,2.347566000283219,-0.07389737451221023,1.1176257088928492
numeric_tokens,0.5168525856662535,0.04009731078565211,0.506892414011046,0.06199798992310065,0.41287316788169953,0.22190610743349554,0.2568579985228986,0.010723709454371125,0.08014319017686998,0.05361452318198377,0.8994462813430482,1.6900008381872966,0.044704962012719056,0.8201802778960935
ts_text_fusion,0.5101524923035904,0.042580682061430106,0.5016796751568783,0.058823899964207796,0.37938808817407926,0.248424299273589,0.25668053620731895,0.010406380874686125,0.08298455261199235,0.05099710018799324,0.5098170066977251,1.8983040986299138,0.2311864893089227,0.9186488704318627
