variant,r2_mean,r2_std,mae_mean,mae_std,rmse_mean,rmse_std,spearman_mean,spearman_std,auc_vol_high_mean,auc_vol_high_std
numeric_only,0.10652589053898692,0.10140929238024098,0.011184929691915566,0.004757249866739101,0.016522285481851175,0.008209902071605142,0.4105464984642988,0.060653052014955494,0.6012014426062343,0.037898008734479724
numeric_tokens,0.09934875013876529,0.10178169509029146,0.011228261712588946,0.004959495031533528,0.016618415994292268,0.008466363387624545,0.40538798347651966,0.05828027295865314,0.5990584027422188,0.040669536827963544
ts_text_fusion,0.09915207036644326,0.10074186467327187,0.01121353351640798,0.00496200725715063,0.016628834184085343,0.008483593523497271,0.4078307395062623,0.059208091501190066,0.5990742999398219,0.04081897493869359
