roc_auc,pr_auc,f1,brier,ece,n_samples,pos_rate,reliability_slope,reliability_intercept,fold,variant,subset,n
0.5017526647286822,0.515257753161491,0.6483308838967038,0.24993618589840172,0.007255518356539911,3400,0.5058823823928833,2.038288000942084,-0.5084835180836255,2,gb_M1_numeric,all_days,3400
0.4852344695082901,0.513400336741154,0.6409937888198758,0.2506133890282199,0.012889489766970892,581,0.5146299600601196,-1.0468025847520832,1.0454384923242488,2,gb_M1_numeric,filing_days,581
0.5061614064230343,0.5167548357580782,0.571716662465339,0.25075049583344067,0.027561757743707505,3400,0.5058823823928833,0.6101996919074326,0.2352994222970861,2,lr_M1_numeric,all_days,3400
0.5235774093313409,0.5318875369708014,0.6020260492040521,0.25183464534048594,0.00931218520763356,581,0.5146299600601196,2.0267091168090614,-0.5080333170663366,2,lr_M1_numeric,filing_days,581
0.5177040074750832,0.5310251157039108,0.629082774049217,0.24961370503408842,0.007136404366720016,3400,0.5058823823928833,0.47880159526740546,0.3729236490680635,2,gb_M2_num_tok,all_days,3400
0.513336416897934,0.5525091131433277,0.6196808510638298,0.25050140822934236,0.014366843342334483,581,0.5146299600601196,0.19574335394240314,0.41102982110425373,2,gb_M2_num_tok,filing_days,581
0.510233942414175,0.5151244419634498,0.5915974596971177,0.25022903558628695,0.016091872158064676,3400,0.5058823823928833,-0.8776852985731723,0.9415817162677722,2,lr_M2_num_tok,all_days,3400
0.5071396380369554,0.5096421044490618,0.6016949152542372,0.25098391150850535,0.010605705811180775,581,0.5146299600601196,-0.6570835202849816,0.8381944704319972,2,lr_M2_num_tok,filing_days,581
0.4971437223145072,0.5042580502520548,0.671875,0.24997084526709176,0.0023335932651334934,3400,0.5058823823928833,,,2,gb_M3_text_only,all_days,3400
0.48854930145401926,0.506486423817798,0.6795454545454546,0.249827228244429,0.006413672388460245,581,0.5146299600601196,,,2,gb_M3_text_only,filing_days,581
0.4974591638981174,0.5051997925746627,0.671875,0.24997081520768594,0.0023310216902795444,3400,0.5058823823928833,,,2,lr_M3_text_only,all_days,3400
0.4858037429730307,0.5131779309988436,0.6795454545454546,0.24982717076156535,0.00641453484680754,581,0.5146299600601196,,,2,lr_M3_text_only,filing_days,581
0.513578349944629,0.5285194144027366,0.6327030033370411,0.2496255815330531,0.005150957621633532,3400,0.5058823823928833,0.5096921081318067,0.3096458709231777,2,gb_M4a_cat_early,all_days,3400
0.5026684693659716,0.5469335655990083,0.6296296296296297,0.25056838165420486,0.007382903565571649,581,0.5146299600601196,0.8936218959308906,0.056264611663136066,2,gb_M4a_cat_early,filing_days,581
0.508673172757475,0.5149137930323613,0.6317180616740088,0.2499917590899379,0.006388231216811625,3400,0.5058823823928833,0.5689139062769363,0.2155694631512327,2,lr_M4a_cat_early,all_days,3400
0.501304585023364,0.5147819966845475,0.6164199192462988,0.25058081250211867,0.011107025648221655,581,0.5146299600601196,-0.13069527005632603,0.5821393139268551,2,lr_M4a_cat_early,filing_days,581
0.5036942829457365,0.5100072033426095,0.671875,0.24997080087008008,0.0023323595656568052,3400,0.5058823823928833,,,2,gb_M4_cat_text_only,all_days,3400
0.5208792903057473,0.5375136738837127,0.6795454545454546,0.24982690677889982,0.00641469112501436,581,0.5146299600601196,,,2,gb_M4_cat_text_only,filing_days,581
0.5036143410852713,0.5070010492418024,0.670846394984326,0.25005958385724286,0.003051843106157562,3400,0.5058823823928833,-1.5286717907835803,1.218515200000987,2,lr_M4_cat_text_only,all_days,3400
0.5188216039279869,0.5200031995630247,0.6736111111111112,0.2503804281826718,0.017284166317970015,581,0.5146299600601196,-1.5460969746548268,1.2343345197377502,2,lr_M4_cat_text_only,filing_days,581
0.5177040074750832,0.5310251157039108,0.629082774049217,0.24961370503408842,0.007136404366720016,3400,0.5058823823928833,0.47880159526740546,0.3729236490680635,2,M3_late_fusion,all_days,3400
0.513336416897934,0.5525091131433277,0.6196808510638298,0.25050140822934236,0.014366843342334483,581,0.5146299600601196,0.19574335394240314,0.41102982110425373,2,M3_late_fusion,filing_days,581
0.5177040074750832,0.5310251157039108,0.629082774049217,0.24961370503408842,0.007136404366720016,3400,0.5058823823928833,0.47880159526740546,0.3729236490680635,2,M4b_cat_late_fusion,all_days,3400
0.513336416897934,0.5525091131433277,0.6196808510638298,0.25050140822934236,0.014366843342334483,581,0.5146299600601196,0.19574335394240314,0.41102982110425373,2,M4b_cat_late_fusion,filing_days,581
0.4787912382232091,0.47569784834858425,0.657623232709209,0.25015347447632375,0.01598453801643296,3513,0.48989468812942505,,,3,gb_M1_numeric,all_days,3513
0.496486409820001,0.49950694753249986,0.6706443914081146,0.24998179442806528,0.00139089396255343,557,0.5044883489608765,,,3,gb_M1_numeric,filing_days,557
0.5175523470573586,0.502224209612089,0.5618374558303887,0.25043606458996115,0.021028545414616805,3513,0.48989468812942505,-0.050979014410281215,0.5712747543172676,3,lr_M1_numeric,all_days,3513
